4321	4314	
9859	4772	
5231	2118	
1747	532	
9788	822	
5436	5458	
1286	89	
3878	5628	
7574	9193	
5904	365	
861	4681	
4272	3800	
6659	3930	
3999	5440	
7980	4362	
2843	4102	
4226	7849	
6142	5487	
9891	5337	
4401	3265	
2241	482	
3795	4315	
3314	7072	
9513	8815	
5548	2538	
5341	5500	
6635	3001	
7779	2635	
6590	1411	
9898	4288	
5257	1360	
129	3479	
6730	5532	
1273	478	
7323	1583	
5359	4108	
4878	7212	
858	7825	
7455	547	
7935	7513	
5222	278	
1275	570	
3471	9193	
5769	8924	
3226	5906	
7028	3144	
9699	8592	
2213	1945	
5744	3208	
5856	2144	
1480	6667	
6275	9779	
1010	9667	
215	3413	
9469	8780	
6211	7921	
4072	1935	
9423	4656	
6596	9226	
8451	3962	
1223	2763	
7422	2585	
7463	4475	
7674	8776	
3820	2104	
44	1131	
8421	3098	
9744	1881	
2317	5527	
4103	1299	
4771	3233	
7922	600	
7221	2861	
51	2129	
6611	5312	
3088	5736	
29	8562	
1738	5094	
7951	4612	
9006	3113	
1314	6781	
800	3700	
5592	2864	
7399	128	
2166	4153	
2988	2161	
5797	2903	
1322	9059	
4806	2052	
5240	2403	
3307	6190	
7624	9066	
275	3818	
2514	660	
9386	207	
1301	7439	
7423	1341	
6478	3167	
8068	7937	
7857	2046	
3991	6064	
6321	1953	
130	7616	
6011	6133	
3646	2390	
7990	7032	
5414	7418	
4456	1157	
5942	3496	
4304	9559	
4342	5391	
7371	9310	
2292	3980	
4604	7056	
24	2529	
3301	1686	
2570	5150	
6858	5943	
4548	8769	
1604	4035	
8494	6602	
6815	8549	
9019	7655	
5065	11	
2141	6527	
9288	8498	
2427	8714	
8145	4363	
9986	1677	
9573	2122	
8595	3204	
3845	493	
5709	7303	
9842	9721	
6176	9599	
213	111	
864	8706	
3931	5374	
7775	6985	
3958	6723	
9456	2515	
6623	5595	
262	7651	
8724	9337	
2434	7525	
1182	3794	
9175	8414	
2271	5525	
4592	8080	
3944	7241	
2998	5868	
6180	3663	
1196	9970	
458	1111	
3948	1364	
5902	4270	
2016	2170	
8057	7892	
489	926	
2934	5436	
4253	8871	
2805	7948	
7448	5763	
6544	3476	
2382	7581	
3831	4092	
415	6094	
6089	3062	
9383	8479	
913	7091	
3689	5453	
321	194	
3223	7621	
3754	7586	
809	1151	
8136	5480	
8536	2824	
679	8860	
5296	5175	
251	2862	
6893	5313	
2331	5910	
6345	2183	
2528	1097	
8923	4957	
5494	247	
1774	6038	
862	4961	
7073	3643	
6043	9977	
2845	5274	
3942	322	
1363	6219	
388	3270	
8821	3310	
7880	1189	
9338	4160	
8547	251	
6407	7725	
841	8859	
8081	9631	
5191	5175	
5189	6676	
8077	6786	
5543	1581	
644	1884	
3185	8995	
106	4588	
524	1877	
3396	4141	
5657	1308	
7715	3951	
2846	3391	
164	5374	
2258	466	
6903	1504	
8184	2521	
6056	8695	
485	4683	
6995	4022	
2096	9602	
5021	1793	
4540	5342	
5080	1693	
2945	3097	
4181	650	
9384	5706	
1925	7843	
5319	9613	
1408	239	
7396	9867	
9586	3169	
4527	4999	
5134	2063	
7123	857	
5226	9506	
4497	1163	
7933	5933	
4502	4644	
2039	9112	
4205	1205	
7425	4829	
6213	5322	
1078	8604	
6971	3249	
9913	7309	
4420	8068	
1625	5272	
1782	6758	
5566	7060	
6690	1564	
9124	3167	
3244	1996	
8331	3018	
6300	7133	
2597	641	
9215	3294	
3272	1129	
8513	5826	
9370	4209	
9343	9449	
3251	8342	
1880	5578	
138	1329	
1607	4939	
4075	8841	
3411	4587	
6906	6213	
9721	2823	
8028	803	
8461	2591	
7731	7146	
4804	9925	
3344	3790	
4809	7937	
9225	8783	
72	297	
1772	8901	
2751	921	
5160	916	
8549	5762	
7459	8035	
9989	6946	
9707	1946	
6021	4319	
3386	6546	
2442	2932	
6627	4540	
3018	2424	
454	7055	
7021	9327	
1783	4681	
4713	6954	
1342	1638	
4390	7082	
9667	2222	
588	9058	
5702	2841	
1238	426	
7749	4718	
8975	6976	
1812	1081	
134	6889	
221	9786	
4313	1765	
2363	4442	
5640	3584	
4524	9689	
8301	8650	
7992	9692	
4733	9102	
8219	1453	
5452	4402	
1565	847	
2943	2200	
7001	1462	
2429	5537	
4467	32	
8456	194	
8970	2932	
1584	5012	
4611	6939	
319	164	
4339	186	
7842	6127	
6029	6770	
5968	3679	
125	1466	
