175	5291	
7128	8321	
5190	1813	
4063	7885	
2619	6516	
4984	7811	
90	6710	
2861	13991	
9306	12554	
4600	13047	
4789	3466	
891	6787	
2171	2715	
9897	7523	
6976	9872	
6559	8619	
1366	1205	
3184	13161	
6362	9223	
5358	4294	
1054	10465	
7327	8987	
1218	5433	
6608	5995	
5145	14257	
2796	62	
549	2945	
8588	11423	
2955	617	
7428	5195	
1332	8460	
4783	8057	
3665	4737	
6899	10521	
9582	779	
3229	1557	
9710	840	
1597	1404	
6058	7903	
5867	3893	
1957	11803	
1966	7151	
6034	1934	
1959	5215	
6795	3734	
1061	8796	
3653	1559	
5993	140	
1899	4232	
2113	3020	
6870	8706	
7480	6386	
2361	5445	
1348	13606	
3244	10344	
1388	14028	
4844	14197	
9826	4424	
2599	2807	
5663	13542	
1835	11961	
2044	13102	
458	10756	
7021	985	
1404	10308	
5212	13226	
285	3175	
1887	4635	
303	420	
5247	13923	
2632	4621	
8571	7808	
3148	4662	
5261	1173	
7679	9996	
9599	7437	
8064	2945	
1928	13511	
3785	12119	
3517	7452	
9608	7663	
4982	9268	
2897	11431	
2919	12334	
9175	2602	
1093	8468	
6490	3834	
4646	3573	
5096	416	
1643	5284	
6537	2044	
4573	10917	
8557	8432	
5124	10672	
4007	9990	
7754	2958	
5034	1267	
978	2288	
9985	12971	
6543	8	
9120	3427	
8096	7079	
7037	9189	
1792	8213	
7253	5598	
7276	878	
6013	11124	
5390	3906	
2862	14579	
6917	9093	
9731	9174	
3766	5413	
9562	491	
372	10747	
6183	1151	
1186	8624	
3065	11441	
9637	4928	
2593	13419	
8257	5252	
7861	10050	
8933	3305	
3782	9447	
4544	5150	
2860	10261	
2725	2868	
6645	14595	
8479	11078	
5610	3468	
7497	11847	
6244	12417	
5308	6018	
6920	529	
3359	8573	
1546	13295	
1677	8967	
2105	9593	
7505	8368	
4145	13913	
6295	14952	
1204	9652	
5597	367	
5137	2599	
1880	12764	
741	6074	
6388	105	
8151	8261	
8232	5692	
8456	8743	
6325	13544	
4709	9208	
3621	2199	
7442	2056	
6414	2993	
2606	10882	
6833	6798	
289	6060	
2875	9438	
4773	2550	
9949	14084	
5150	554	
4396	1795	
9471	14551	
9655	4494	
2274	14889	
5037	847	
2196	13054	
2802	603	
374	10319	
8299	5921	
3252	7545	
5606	14685	
8046	2903	
742	8110	
803	878	
4486	11752	
8857	5388	
9899	13150	
154	5838	
8183	7936	
9289	7885	
5310	10980	
6454	10013	
6110	4447	
6128	11589	
5488	14979	
589	10583	
1297	9333	
5272	192	
105	7407	
8362	6736	
2653	1656	
7032	3541	
5673	6350	
7166	774	
7055	4386	
390	14989	
128	13733	
9458	8134	
6593	1561	
454	1316	
4267	13666	
1567	4587	
3062	10795	
8806	544	
2469	14757	
6546	10476	
2644	41	
7632	9599	
7819	10991	
2240	11954	
4407	2655	
301	13333	
4271	1957	
7826	7310	
1520	5962	
4249	5283	
9519	7773	
2972	11599	
8393	2440	
6882	5704	
3737	14046	
2307	4466	
3585	5587	
5788	6436	
3247	3996	
5197	5247	
377	8734	
9690	2839	
8506	11610	
1439	14826	
1779	510	
3934	7750	
9623	3414	
9036	960	
6057	937	
7920	6862	
7472	3089	
8404	1077	
8244	11498	
4433	6030	
5664	3771	
4615	9396	
3113	11354	
949	1481	
8075	10378	
1273	13118	
7118	8576	
5859	881	
451	1268	
9657	6369	
4815	13418	
7376	7341	
723	2031	
4481	8002	
7794	7385	
7360	4779	
8847	14312	
6579	5139	
717	6273	
3413	1526	
856	2264	
5531	6733	
4699	6253	
2558	3824	
3844	10632	
6631	4862	
8831	8999	
9008	11745	
6039	11679	
8263	8230	
7447	3081	
4898	4280	
1552	2799	
6834	9434	
8037	9841	
84	13328	
1541	4297	
3636	11746	
5151	12568	
3650	1938	
6134	1120	
789	11008	
7781	11381	
1399	9889	
8984	7728	
7938	5810	
4259	14418	
9983	12872	
9060	2232	
9772	6682	
4337	3480	
7744	6312	
4831	7542	
2763	896	
6815	5515	
2338	9941	
5405	5631	
2845	4268	
4674	2326	
3109	1562	
8086	8402	
7494	1703	
2027	364	
9751	8095	
5555	6206	
5561	9646	
5546	961	
3607	4896	
9435	9014	
8834	12142	
7895	1049	
9838	7331	
7842	14387	
6045	11434	
7478	276	
582	10213	
9040	13302	
9365	6490	
6088	11109	
5478	9552	
7079	10223	
4882	14637	
3872	8632	
8837	2983	
998	13845	
9113	2650	
5846	2450	
1171	695	
5193	14114	
2271	6524	
865	2197	
5090	2142	
5155	13845	
8443	7288	
4321	8415	
2631	494	
9548	6751	
504	14929	
221	14557	
7893	9460	
5784	13284	
3150	11844	
9374	12422	
8245	4033	
